GRAPH,STARTING_NODE,ENDING_NODE,NODE_DISTANCE,CUM_INTENSITY
royal_dutch_shell,linkedin_corp,hsbc_holdings_plc,3,0.001880698818
royal_dutch_shell,boeing_company,international_air_transport_association,3,0.001872989452
royal_dutch_shell,airbus,airbus_group_se,3,0.001852616912
royal_dutch_shell,linkedin_corp,australia_and_new_zealand_bank,3,0.001767030227
royal_dutch_shell,boeing_company,general_electric_canada_holdings,3,0.001753582117
royal_dutch_shell,linkedin_corp,tesla_inc,3,0.001736029697
royal_dutch_shell,boeing_company,american_airlines_group_inc,3,0.001714348269
royal_dutch_shell,boeing_company,federal_aviation_administration,3,0.001649529533
royal_dutch_shell,boeing_company,general_electric_company,3,0.001633492440
royal_dutch_shell,boeing_company,united_states_senate,3,0.001623939846
royal_dutch_shell,linkedin_corp,design_works,3,0.001612027576
royal_dutch_shell,boeing_company,federal_aviation_administration,3,0.001608787536
royal_dutch_shell,international_air_transport_association,boeing_company,3,0.001604767224
royal_dutch_shell,european_commission,design_works,3,0.001580026029
royal_dutch_shell,linkedin_corp,dropbox_inc,3,0.001488025454
royal_dutch_shell,linkedin_corp,netflix_inc,3,0.001467358455
royal_dutch_shell,linkedin_corp,nike_inc,3,0.001426024394
bp_plc,bp_plc,gilbane_building_company,1,0.148026314816
bp_plc,bp_plc,southern_california_gas_co,1,0.148026314816
bp_plc,bp_plc,particle_measuring_systems_inc,1,0.148026314816
bp_plc,bp_plc,tulane_university,1,0.148026314816
bp_plc,bp_plc,ge_capital_corporation_(leasing)_limited,1,0.148026314816
bp_plc,bp_plc,rosneft,1,0.148026314816
bp_plc,bp_plc,dresser-rand_india_private_limited,1,0.148026314816
bp_plc,bp_plc,rochester_institute_of_technology,1,0.148026314816
bp_plc,bp_plc,marine_corps_university,1,0.148026314816
bp_plc,bp_plc,arkansas_state_university,1,0.148026314816
bp_plc,bp_plc,itm_power,1,0.148026314816
bp_plc,bp_plc,glv_capital_spa,1,0.148026314816
bp_plc,bp_plc,petro-chem_development_co_inc,1,0.148026314816
bp_plc,bp_plc,university_of_milan,1,0.148026314816
bp_plc,bp_plc,united_states_air_force,1,0.148026314816
bp_plc,bp_plc,babson_college,1,0.148026314816
bp_plc,bp_plc,american_university,1,0.148026314816
bp_plc,bp_plc,business_insider,1,0.148026314816
bp_plc,bp_plc,university_of_utah,1,0.148026314816
bp_plc,bp_plc,marketing_services_inc,1,0.148026314816
bp_plc,bp_plc,marshall_university,1,0.148026314816
bp_plc,bp_plc,burns_and_mcdonnell_inc,1,0.148026314816
bp_plc,bp_plc,oral_roberts_university,1,0.148026314816
bp_plc,bp_plc,just_energy_(ireland)_limited,1,0.148026314816
bp_plc,bp_plc,university_of_tennessee,1,0.148026314816
bp_plc,bp_plc,westinghouse,1,0.148026314816
bp_plc,bp_plc,model_n_inc,1,0.148026314816
bp_plc,bp_plc,borgwarner_inc,1,0.148026314816
bp_plc,bp_plc,international_paper_sa,1,0.148026314816
bp_plc,bp_plc,burckhardt_compression_holding_ag,1,0.148026314816
bp_plc,bp_plc,london_business_school,1,0.148026314816
bp_plc,bp_plc,san_diego_gas_and_electric_co,1,0.157894735803
bp_plc,bp_plc,general_assembly_llc,1,0.157894735803
bp_plc,bp_plc,utility_point_limited,1,0.157894735803
bp_plc,bp_plc,koninklijke_bunge_bv,1,0.157894735803
bp_plc,bp_plc,depuy_synthes_inc,1,0.157894735803
bp_plc,bp_plc,applied_optoelectronics_inc,1,0.157894735803
bp_plc,bp_plc,auma_actuators_inc,1,0.151315795057
bp_plc,bp_plc,halliburton_company,1,0.151315795057
bp_plc,bp_plc,rf_valves_inc,1,0.151315795057
bp_plc,bp_plc,university_of_south_carolina,1,0.148026314816
bp_plc,bp_plc,university_of_wisconsin-madison,1,0.148026314816
bp_plc,bp_plc,university_of_texas_at_austin,1,0.148026314816
bp_plc,bp_plc,bechtel_corporation,1,0.148026314816
bp_plc,bp_plc,empire_petroleum_partners_llc,1,0.148026314816
bp_plc,bp_plc,koch_industries_inc,1,0.148026314816
bp_plc,bp_plc,indorama_ventures_(oxide_and_glycols)_llc,1,0.148026314816
bp_plc,bp_plc,tufts_university,1,0.148026314816
bp_plc,bp_plc,the_ohio_state_university,1,0.148026314816
bp_plc,bp_plc,bray_international_inc,1,0.148026314816
bp_plc,bp_plc,weatherford_international_plc,1,0.148026314816
bp_plc,bp_plc,american_society_of_mechanical_engineers,1,0.148026314816
bp_plc,bp_plc,national_petroleum_council,1,0.148026314816
bp_plc,bp_plc,opportune_llp,1,0.148026314816
bp_plc,bp_plc,columbia_energy_services_corp,1,0.148026314816
bp_plc,tesla_inc,navy_group_srl,3,0.001114588293
bp_plc,tesla_inc,federal_reserve_system,3,0.001106332083
bp_plc,boeing_company,airbus_group_se,3,0.001094950619
bp_plc,tesla_inc,united_states_department_of_transportation,3,0.001094635094
bp_plc,house_srl,united_states_capitol_police,3,0.001094399760
bp_plc,boeing_company,united_states_department_of_transportation,3,0.001088199755
bp_plc,house_srl,boeing_company,3,0.001083579126
bp_plc,wells_fargo_and_company,bank_of_america_corp,3,0.001071204501
bp_plc,goldman_sachs_group_inc,willis_towers_watson_plc,3,0.001064113593
bp_plc,tesla_inc,microsoft_corp,3,0.001060621725
